,country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation
15400,Luxembourg,1992.0,female,5-14 years,0.0,21800.0,0.0,"16,065,740,778",43740.0,Millenials
15401,Luxembourg,1992.0,male,5-14 years,0.0,22900.0,0.0,"16,065,740,778",43740.0,Millenials
15402,Luxembourg,1993.0,male,75+ years,4.0,7500.0,53.33,"16,486,900,187",44320.0,G.I. Generation
15403,Luxembourg,1993.0,male,15-24 years,10.0,24900.0,40.16,"16,486,900,187",44320.0,Generation X
15404,Luxembourg,1993.0,male,35-54 years,22.0,57300.0,38.39,"16,486,900,187",44320.0,Boomers
15405,Luxembourg,1993.0,female,55-74 years,8.0,40800.0,19.61,"16,486,900,187",44320.0,Silent
15406,Luxembourg,1993.0,male,55-74 years,6.0,34200.0,17.54,"16,486,900,187",44320.0,Silent
15407,Luxembourg,1993.0,male,25-34 years,6.0,34900.0,17.19,"16,486,900,187",44320.0,Boomers
15408,Luxembourg,1993.0,female,35-54 years,5.0,54200.0,9.23,"16,486,900,187",44320.0,
15409,Luxembourg,1993.0,female,75+ years,1.0,15300.0,6.54,"16,486,900,187",44320.0,G.I. Generation
15410,Luxembourg,1993.0,female,25-34 years,2.0,33500.0,5.97,"16,486,900,187",44320.0,Boomers
15411,Luxembourg,1993.0,female,15-24 years,0.0,23700.0,0.0,"16,486,900,187",44320.0,Generation X
15412,Luxembourg,1993.0,female,5-14 years,0.0,22300.0,0.0,"16,486,900,187",44320.0,Millenials
15413,Luxembourg,1993.0,male,5-14 years,0.0,23400.0,0.0,"16,486,900,187",44320.0,Millenials
15414,Luxembourg,1994.0,male,75+ years,8.0,7500.0,106.67,"18,325,791,415",48610.0,G.I. Generation
15415,Luxembourg,1994.0,male,55-74 years,15.0,35000.0,42.86,"18,325,791,415",48610.0,Silent
15416,Luxembourg,1994.0,male,35-54 years,22.0,58400.0,37.67,"18,325,791,415",48610.0,Boomers
15417,Luxembourg,1994.0,male,15-24 years,7.0,24700.0,28.34,"18,325,791,415",48610.0,Generation X
15418,Luxembourg,1994.0,male,25-34 years,9.0,35000.0,25.71,"18,325,791,415",48610.0,Boomers
15419,Luxembourg,1994.0,female,55-74 years,5.0,41300.0,12.11,"18,325,791,415",48610.0,Silent
15420,Luxembourg,1994.0,female,35-54 years,4.0,55400.0,7.22,"18,325,791,415",48610.0,Boomers
15421,Luxembourg,1994.0,female,75+ years,1.0,15300.0,6.54,"18,325,791,415",48610.0,G.I. Generation
15422,Luxembourg,1994.0,female,25-34 years,2.0,33900.0,5.9,"18,325,791,415",48610.0,Boomers
15423,Luxembourg,1994.0,female,15-24 years,1.0,23700.0,4.22,"18,325,791,415",48610.0,Generation X
15424,Luxembourg,1994.0,,5-14 years,0.0,22900.0,0.0,"18,325,791,415",48610.0,Millenials
15425,Luxembourg,1994.0,male,5-14 years,0.0,23900.0,0.0,"18,325,791,415",48610.0,Millenials
15426,Luxembourg,1995.0,male,75+ years,4.0,7400.0,54.05,"21,588,170,498",56499.0,G.I. Generation
15427,Luxembourg,1995.0,male,55-74 years,11.0,35500.0,30.99,"21,588,170,498",56499.0,Silent
15428,Luxembourg,1995.0,male,35-54 years,17.0,59600.0,28.52,"21,588,170,498",56499.0,Boomers
15429,Luxembourg,1995.0,male,25-34 years,8.0,35300.0,22.66,"21,588,170,498",56499.0,Generation X
15430,Luxembourg,1995.0,male,15-24 years,5.0,24500.0,20.41,"21,588,170,498",56499.0,Generation X
15431,Luxembourg,1995.0,female,75+ years,3.0,15700.0,19.11,"21,588,170,498",56499.0,G.I. Generation
15432,Luxembourg,1995.0,female,35-54 years,8.0,56600.0,14.13,"21,588,170,498",56499.0,Boomers
15433,Luxembourg,1995.0,female,25-34 years,3.0,34100.0,8.8,"21,588,170,498",56499.0,Generation X
15434,Luxembourg,1995.0,female,55-74 years,3.0,41700.0,7.19,"21,588,170,498",56499.0,Silent
15435,Luxembourg,1995.0,female,15-24 years,1.0,23700.0,4.22,"21,588,170,498",56499.0,Generation X
15436,Luxembourg,1995.0,female,5-14 years,0.0,23400.0,0.0,"21,588,170,498",56499.0,Millenials
15437,Luxembourg,1995.0,male,5-14 years,0.0,24600.0,0.0,"21,588,170,498",56499.0,Millenials
15438,Luxembourg,1996.0,male,75+ years,5.0,7600.0,65.79,"21,776,609,772",56169.0,G.I. Generation
15439,Luxembourg,1996.0,male,55-74 years,18.0,36000.0,50.0,"21,776,609,772",56169.0,Silent
15440,Luxembourg,1996.0,male,35-54 years,22.0,61000.0,36.07,"21,776,609,772",56169.0,Boomers
15441,Luxembourg,1996.0,female,35-54 years,10.0,58100.0,17.21,"21,776,609,772",56169.0,Boomers
15442,Luxembourg,1996.0,male,25-34 years,5.0,35400.0,14.12,"21,776,609,772",56169.0,Generation X
15443,Luxembourg,1996.0,female,75+ years,2.0,16200.0,12.35,"21,776,609,772",56169.0,G.I. Generation
15444,Luxembourg,1996.0,male,15-24 years,3.0,24400.0,12.3,"21,776,609,772",56169.0,Generation X
15445,Luxembourg,1996.0,female,15-24 years,2.0,23800.0,8.4,"21,776,609,772",56169.0,Generation X
15446,Luxembourg,1996.0,female,55-74 years,3.0,41800.0,7.18,"21,776,609,772",56169.0,Silent
15447,Luxembourg,1996.0,female,25-34 years,2.0,34300.0,5.83,"21,776,609,772",56169.0,Generation X
15448,Luxembourg,1996.0,female,5-14 years,0.0,23900.0,,"21,776,609,772",56169.0,Millenials
15449,Luxembourg,1996.0,male,5-14 years,0.0,25200.0,0.0,"21,776,609,772",56169.0,Millenials
15450,Luxembourg,,male,75+ years,10.0,7600.0,131.58,"19,731,912,494",50260.0,G.I. Generation
15451,Luxembourg,1997.0,male,35-54 years,23.0,62500.0,36.8,"19,731,912,494",50260.0,Boomers
15452,Luxembourg,1997.0,male,55-74 years,13.0,36500.0,35.62,"19,731,912,494",50260.0,Silent
15453,Luxembourg,1997.0,male,15-24 years,7.0,24400.0,28.69,"19,731,912,494",50260.0,Generation X
15454,Luxembourg,1997.0,male,25-34 years,7.0,35500.0,19.72,"19,731,912,494",50260.0,Generation X
15455,Luxembourg,1997.0,female,55-74 years,8.0,42000.0,19.05,"19,731,912,494",50260.0,Silent
15456,Luxembourg,1997.0,female,25-34 years,6.0,34400.0,17.44,"19,731,912,494",50260.0,Generation X
15457,Luxembourg,1997.0,female,35-54 years,5.0,59500.0,8.4,"19,731,912,494",50260.0,Boomers
15458,Luxembourg,1997.0,female,75+ years,1.0,16500.0,6.06,"19,731,912,494",50260.0,G.I. Generation
15459,Luxembourg,1997.0,female,15-24 years,1.0,23600.0,4.24,"19,731,912,494",50260.0,Generation X
15460,Luxembourg,1997.0,female,,0.0,24500.0,0.0,"19,731,912,494",50260.0,Millenials
15461,Luxembourg,1997.0,male,5-14 years,0.0,25600.0,0.0,"19,731,912,494",50260.0,Millenials
15462,Luxembourg,1998.0,male,75+ years,4.0,7766.0,51.51,"20,209,122,027",50788.0,G.I. Generation
15463,Luxembourg,1998.0,male,35-54 years,22.0,63893.0,34.43,"20,209,122,027",50788.0,Boomers
15464,Luxembourg,1998.0,male,55-74 years,11.0,37286.0,29.5,"20,209,122,027",50788.0,Silent
15465,Luxembourg,1998.0,male,25-34 years,7.0,35156.0,19.91,"20,209,122,027",50788.0,Generation X
15466,Luxembourg,1998.0,female,75+ years,3.0,16885.0,17.77,"20,209,122,027",50788.0,G.I. Generation
15467,Luxembourg,1998.0,male,15-24 years,4.0,24415.0,16.38,"20,209,122,027",50788.0,Generation X
15468,Luxembourg,1998.0,female,55-74 years,4.0,42149.0,9.49,"20,209,122,027",50788.0,Silent
15469,Luxembourg,1998.0,female,35-54 years,5.0,61065.0,8.19,"20,209,122,027",50788.0,Boomers
15470,Luxembourg,1998.0,female,25-34 years,2.0,34112.0,5.86,"20,209,122,027",50788.0,Generation X
15471,Luxembourg,1998.0,female,15-24 years,1.0,23701.0,4.22,"20,209,122,027",50788.0,Generation X
15472,Luxembourg,1998.0,female,5-14 years,1.0,25057.0,3.99,"20,209,122,027",50788.0,Millenials
15473,Luxembourg,1998.0,male,5-14 years,0.0,26430.0,0.0,"20,209,122,027",50788.0,Millenials
15474,Luxembourg,1999.0,male,75+ years,4.0,7879.0,50.77,"22,235,929,043",55054.0,G.I. Generation
15475,Luxembourg,1999.0,male,35-54 years,20.0,65502.0,30.53,"22,235,929,043",55054.0,Boomers
15476,Luxembourg,1999.0,male,55-74 years,11.0,37992.0,28.95,"22,235,929,043",55054.0,Silent
15477,Luxembourg,1999.0,male,,9.0,34774.0,25.88,"22,235,929,043",55054.0,Generation X
15478,Luxembourg,1999.0,male,15-24 years,5.0,24781.0,20.18,"22,235,929,043",55054.0,Generation X
15479,Luxembourg,1999.0,female,75+ years,3.0,17336.0,17.31,"22,235,929,043",55054.0,G.I. Generation
15480,Luxembourg,1999.0,female,35-54 years,9.0,62509.0,14.4,"22,235,929,043",55054.0,Boomers
15481,Luxembourg,1999.0,female,55-74 years,6.0,42307.0,14.18,"22,235,929,043",55054.0,Silent
15482,Luxembourg,1999.0,female,25-34 years,2.0,33805.0,5.92,"22,235,929,043",55054.0,Generation X
15483,Luxembourg,1999.0,female,5-14 years,1.0,25830.0,3.87,"22,235,929,043",55054.0,Millenials
15484,Luxembourg,1999.0,female,15-24 years,0.0,23941.0,0.0,"22,235,929,043",55054.0,Generation X
15485,Luxembourg,1999.0,male,5-14 years,0.0,27234.0,0.0,"22,235,929,043",55054.0,
15486,Luxembourg,2000.0,male,75+ years,7.0,8005.0,87.45,"21,263,514,833",51841.0,G.I. Generation
15487,Luxembourg,2000.0,male,55-74 years,15.0,38593.0,38.87,"21,263,514,833",51841.0,Silent
15488,Luxembourg,2000.0,male,35-54 years,15.0,67181.0,22.33,"21,263,514,833",51841.0,Boomers
15489,Luxembourg,2000.0,male,25-34 years,7.0,34441.0,20.32,"21,263,514,833",51841.0,Generation X
15490,Luxembourg,2000.0,female,55-74 years,8.0,42411.0,18.86,"21,263,514,833",51841.0,Silent
15491,Luxembourg,2000.0,male,15-24 years,3.0,25108.0,11.95,"21,263,514,833",51841.0,Generation X
15492,Luxembourg,2000.0,female,75+ years,2.0,18093.0,11.05,"21,263,514,833",51841.0,G.I. Generation
15493,Luxembourg,2000.0,female,35-54 years,3.0,64046.0,4.68,"21,263,514,833",51841.0,Boomers
15494,Luxembourg,2000.0,female,15-24 years,1.0,24072.0,4.15,"21,263,514,833",51841.0,Generation X
15495,Luxembourg,2000.0,female,25-34 years,1.0,33595.0,2.98,"21,263,514,833",51841.0,Generation X
15496,Luxembourg,2000.0,female,5-14 years,0.0,26627.0,0.0,"21,263,514,833",51841.0,Millenials
15497,Luxembourg,2000.0,male,5-14 years,0.0,27992.0,0.0,"21,263,514,833",51841.0,Millenials
15498,Luxembourg,2001.0,male,75+ years,5.0,8307.0,60.19,"21,272,418,792",51391.0,Silent
15499,Luxembourg,2001.0,male,55-74 years,15.0,38220.0,39.25,"21,272,418,792",51391.0,Silent
15500,Luxembourg,2001.0,female,75+ years,5.0,17274.0,28.95,"21,272,418,792",51391.0,Silent
15501,Luxembourg,2001.0,male,35-54 years,19.0,68558.0,27.71,"21,272,418,792",51391.0,Boomers
15502,Luxembourg,2001.0,female,55-74 years,10.0,41330.0,24.2,"21,272,418,792",51391.0,Silent
15503,Luxembourg,2001.0,male,25-34 years,8.0,34180.0,23.41,"21,272,418,792",51391.0,Generation X
15504,Luxembourg,,female,25-34 years,7.0,34217.0,20.46,"21,272,418,792",51391.0,Generation X
15505,Luxembourg,2001.0,male,15-24 years,3.0,25762.0,11.65,"21,272,418,792",51391.0,Millenials
15506,Luxembourg,2001.0,female,15-24 years,1.0,24980.0,4.0,"21,272,418,792",51391.0,Millenials
15507,Luxembourg,2001.0,female,35-54 years,0.0,65725.0,0.0,"21,272,418,792",51391.0,Boomers
15508,Luxembourg,2001.0,female,5-14 years,0.0,27034.0,0.0,"21,272,418,792",51391.0,Millenials
15509,Luxembourg,2001.0,male,5-14 years,0.0,28343.0,0.0,"21,272,418,792",51391.0,Millenials
15510,Luxembourg,2002.0,male,55-74 years,27.0,38724.0,69.72,"23,616,328,816",56484.0,Silent
15511,Luxembourg,2002.0,male,75+ years,6.0,8635.0,69.48,"23,616,328,816",56484.0,Silent
15512,Luxembourg,2002.0,male,25-34 years,8.0,33839.0,23.64,"23,616,328,816",56484.0,Generation X
15513,Luxembourg,2002.0,male,15-24 years,6.0,25897.0,23.17,"23,616,328,816",56484.0,Millenials
15514,Luxembourg,2002.0,male,,16.0,69685.0,22.96,"23,616,328,816",56484.0,Boomers
15515,Luxembourg,2002.0,female,55-74 years,8.0,41566.0,19.25,"23,616,328,816",56484.0,Silent
15516,Luxembourg,2002.0,female,75+ years,3.0,17636.0,17.01,"23,616,328,816",56484.0,Silent
15517,Luxembourg,2002.0,female,35-54 years,10.0,67029.0,14.92,"23,616,328,816",56484.0,Boomers
15518,Luxembourg,2002.0,female,15-24 years,1.0,25089.0,3.99,"23,616,328,816",56484.0,Millenials
15519,Luxembourg,2002.0,female,25-34 years,0.0,33876.0,0.0,"23,616,328,816",56484.0,Generation X
15520,Luxembourg,2002.0,female,5-14 years,0.0,27411.0,0.0,"23,616,328,816",56484.0,Millenials
15521,Luxembourg,2002.0,male,5-14 years,0.0,28719.0,0.0,"23,616,328,816",56484.0,Millenials
15522,Luxembourg,2003.0,male,75+ years,6.0,9133.0,65.7,"29,557,325,056",69768.0,Silent
15523,Luxembourg,2003.0,male,15-24 years,6.0,26415.0,22.71,"29,557,325,056",69768.0,Millenials
15524,Luxembourg,2003.0,male,55-74 years,8.0,39335.0,20.34,"29,557,325,056",69768.0,Silent
15525,Luxembourg,2003.0,male,35-54 years,14.0,70996.0,19.72,"29,557,325,056",69768.0,Boomers
15526,Luxembourg,2003.0,male,25-34 years,5.0,33450.0,14.95,"29,557,325,056",69768.0,Generation X
15527,Luxembourg,2003.0,female,35-54 years,4.0,68468.0,5.84,"29,557,325,056",69768.0,Boomers
15528,Luxembourg,2003.0,female,55-74 years,2.0,41982.0,4.76,"29,557,325,056",69768.0,Silent
15529,Luxembourg,2003.0,female,15-24 years,1.0,25512.0,3.92,"29,557,325,056",69768.0,Millenials
15530,Luxembourg,2003.0,male,5-14 years,1.0,29105.0,3.44,"29,557,325,056",69768.0,Millenials
15531,Luxembourg,2003.0,female,25-34 years,,33475.0,2.99,"29,557,325,056",69768.0,Generation X
15532,Luxembourg,2003.0,female,5-14 years,0.0,27721.0,0.0,"29,557,325,056",69768.0,Millenials
15533,Luxembourg,2003.0,female,75+ years,0.0,18062.0,0.0,"29,557,325,056",69768.0,Silent
15534,Luxembourg,2004.0,male,75+ years,6.0,9641.0,62.23,"34,685,281,848",80639.0,Silent
15535,Luxembourg,2004.0,male,25-34 years,9.0,33259.0,27.06,"34,685,281,848",80639.0,Generation X
15536,Luxembourg,2004.0,male,35-54 years,19.0,72279.0,26.29,"34,685,281,848",80639.0,Boomers
15537,Luxembourg,2004.0,male,55-74 years,7.0,40050.0,17.48,"34,685,281,848",80639.0,Silent
15538,Luxembourg,2004.0,female,75+ years,3.0,18524.0,16.2,"34,685,281,848",80639.0,Silent
15539,Luxembourg,2004.0,male,15-24 years,4.0,27235.0,14.69,"34,685,281,848",80639.0,Millenials
15540,Luxembourg,2004.0,female,55-74 years,6.0,42429.0,14.14,"34,685,281,848",80639.0,Silent
15541,Luxembourg,2004.0,female,35-54 years,8.0,69884.0,11.45,"34,685,281,848",80639.0,Boomers
15542,Luxembourg,2004.0,female,15-24 years,0.0,26128.0,0.0,"34,685,281,848",80639.0,Millenials
15543,Luxembourg,2004.0,female,25-34 years,0.0,33179.0,0.0,"34,685,281,848",80639.0,Generation X
15544,Luxembourg,2004.0,female,5-14 years,0.0,28020.0,0.0,"34,685,281,848",80639.0,Millenials
15545,Luxembourg,2004.0,male,5-14 years,0.0,29500.0,0.0,"34,685,281,848",80639.0,Millenials
15546,Luxembourg,2005.0,male,75+ years,7.0,10242.0,68.35,"37,347,394,603",85397.0,Silent
15547,Luxembourg,2005.0,male,35-54 years,16.0,,21.75,"37,347,394,603",85397.0,Boomers
15548,Luxembourg,2005.0,male,15-24 years,6.0,27957.0,21.46,"37,347,394,603",85397.0,Millenials
15549,Luxembourg,2005.0,male,55-74 years,7.0,40759.0,17.17,"37,347,394,603",85397.0,Silent
15550,Luxembourg,2005.0,male,25-34 years,3.0,33273.0,9.02,"37,347,394,603",85397.0,Generation X
15551,Luxembourg,2005.0,female,35-54 years,6.0,71364.0,8.41,"37,347,394,603",85397.0,Boomers
15552,Luxembourg,2005.0,female,75+ years,1.0,19135.0,5.23,"37,347,394,603",85397.0,Silent
15553,Luxembourg,2005.0,female,55-74 years,2.0,42875.0,4.66,"37,347,394,603",85397.0,Silent
15554,Luxembourg,2005.0,female,25-34 years,1.0,33120.0,3.02,,85397.0,Generation X
15555,Luxembourg,2005.0,female,15-24 years,0.0,26691.0,0.0,"37,347,394,603",85397.0,Millenials
15556,Luxembourg,2005.0,female,5-14 years,0.0,28450.0,0.0,"37,347,394,603",85397.0,Millenials
15557,Luxembourg,2005.0,male,5-14 years,0.0,29893.0,0.0,"37,347,394,603",85397.0,Millenials
15558,Luxembourg,2006.0,male,75+ years,8.0,10878.0,73.54,"42,414,308,117",95351.0,Silent
15559,Luxembourg,2006.0,male,35-54 years,22.0,75006.0,29.33,"42,414,308,117",95351.0,Boomers
15560,Luxembourg,2006.0,male,55-74 years,10.0,41414.0,24.15,"42,414,308,117",95351.0,Silent
15561,Luxembourg,2006.0,female,35-54 years,12.0,72885.0,16.46,"42,414,308,117",95351.0,Boomers
15562,Luxembourg,2006.0,male,15-24 years,4.0,28509.0,14.03,"42,414,308,117",95351.0,Millenials
15563,Luxembourg,2006.0,female,55-74 years,4.0,43289.0,9.24,"42,414,308,117",95351.0,Silent
15564,Luxembourg,2006.0,male,25-34 years,3.0,33484.0,8.96,"42,414,308,117",95351.0,Generation X
15565,Luxembourg,2006.0,female,75+ years,1.0,19651.0,5.09,"42,414,308,117",95351.0,Silent
15566,Luxembourg,2006.0,female,25-34 years,1.0,33421.0,2.99,"42,414,308,117",95351.0,Generation X
15567,Luxembourg,2006.0,female,15-24 years,0.0,27217.0,0.0,"42,414,308,117",95351.0,Millenials
15568,Luxembourg,2006.0,female,5-14 years,0.0,28857.0,0.0,"42,414,308,117",95351.0,Millenials
15569,Luxembourg,2006.0,male,5-14 years,0.0,30210.0,0.0,"42,414,308,117",95351.0,Millenials
15570,Luxembourg,2007.0,male,55-74 years,14.0,42200.0,33.18,"50,888,134,410",112581.0,Silent
15571,Luxembourg,2007.0,male,35-54 years,25.0,76346.0,32.75,"50,888,134,410",112581.0,Boomers
15572,Luxembourg,2007.0,male,25-34 years,9.0,33901.0,26.55,"50,888,134,410",112581.0,Generation X
15573,Luxembourg,2007.0,male,75+ years,3.0,11340.0,26.46,"50,888,134,410",112581.0,Silent
15574,Luxembourg,2007.0,female,55-74 years,10.0,43834.0,22.81,"50,888,134,410",112581.0,Silent
15575,Luxembourg,2007.0,female,35-54 years,9.0,74214.0,12.13,"50,888,134,410",112581.0,Boomers
15576,Luxembourg,2007.0,female,75+ years,2.0,20040.0,9.98,"50,888,134,410",112581.0,Silent
15577,Luxembourg,2007.0,female,15-24 years,2.0,27674.0,7.23,"50,888,134,410",112581.0,Millenials
15578,Luxembourg,2007.0,male,15-24 years,2.0,28964.0,6.91,"50,888,134,410",112581.0,Millenials
15579,Luxembourg,2007.0,female,25-34 years,2.0,33942.0,5.89,"50,888,134,410",112581.0,Generation X
15580,Luxembourg,2007.0,female,5-14 years,0.0,29088.0,0.0,"50,888,134,410",112581.0,Generation Z
15581,Luxembourg,2007.0,male,5-14 years,0.0,30469.0,0.0,"50,888,134,410",112581.0,Generation Z
15582,Luxembourg,2008.0,male,75+ years,5.0,11706.0,42.71,"55,849,686,539",121315.0,Silent
15583,Luxembourg,2008.0,male,35-54 years,20.0,77730.0,25.73,"55,849,686,539",121315.0,Boomers
15584,Luxembourg,2008.0,male,55-74 years,6.0,43218.0,13.88,"55,849,686,539",121315.0,Silent
15585,Luxembourg,2008.0,male,25-34 years,4.0,34724.0,11.52,"55,849,686,539",121315.0,Generation X
15586,Luxembourg,2008.0,female,55-74 years,3.0,44697.0,6.71,"55,849,686,539",121315.0,Silent
15587,Luxembourg,2008.0,female,75+ years,1.0,20350.0,4.91,"55,849,686,539",121315.0,Silent
15588,Luxembourg,2008.0,female,35-54 years,3.0,75463.0,3.98,"55,849,686,539",121315.0,Boomers
15589,Luxembourg,2008.0,female,,1.0,34796.0,2.87,"55,849,686,539",121315.0,Generation X
15590,Luxembourg,2008.0,female,15-24 years,0.0,28190.0,0.0,"55,849,686,539",121315.0,Millenials
15591,Luxembourg,2008.0,female,5-14 years,0.0,29210.0,0.0,"55,849,686,539",121315.0,Generation Z
15592,Luxembourg,2008.0,male,15-24 years,0.0,29576.0,0.0,"55,849,686,539",121315.0,Millenials
15593,Luxembourg,2008.0,male,5-14 years,0.0,30711.0,0.0,"55,849,686,539",121315.0,Generation Z
15594,Luxembourg,2009.0,male,75+ years,3.0,12114.0,24.76,"51,370,543,206",109483.0,Silent
15595,Luxembourg,2009.0,male,55-74 years,10.0,44418.0,22.51,"51,370,543,206",109483.0,Silent
15596,Luxembourg,2009.0,male,35-54 years,16.0,79077.0,20.23,"51,370,543,206",109483.0,Boomers
15597,Luxembourg,2009.0,male,25-34 years,6.0,35713.0,16.8,"51,370,543,206",109483.0,Generation X
15598,Luxembourg,2009.0,female,35-54 years,7.0,76687.0,9.13,"51,370,543,206",109483.0,Boomers
15599,Luxembourg,2009.0,female,55-74 years,3.0,45716.0,6.56,"51,370,543,206",109483.0,Silent
15600,Luxembourg,2009.0,female,75+ years,1.0,20687.0,4.83,"51,370,543,206",109483.0,Silent
15601,Luxembourg,2009.0,male,15-24 years,1.0,30148.0,3.32,"51,370,543,206",109483.0,Millenials
15602,Luxembourg,2009.0,female,25-34 years,1.0,35557.0,2.81,"51,370,543,206",109483.0,Generation X
15603,Luxembourg,2009.0,female,15-24 years,0.0,28821.0,0.0,"51,370,543,206",109483.0,Millenials
15604,Luxembourg,,female,5-14 years,0.0,29292.0,0.0,"51,370,543,206",109483.0,Generation Z
15605,Luxembourg,2009.0,male,5-14 years,0.0,30979.0,0.0,"51,370,543,206",109483.0,Generation Z
15606,Luxembourg,2010.0,male,75+ years,7.0,12469.0,56.14,"53,212,476,812",111328.0,Silent
15607,Luxembourg,2010.0,male,35-54 years,24.0,80477.0,29.82,"53,212,476,812",111328.0,Generation X
15608,Luxembourg,2010.0,male,55-74 years,5.0,45726.0,10.93,"53,212,476,812",111328.0,Silent
15609,Luxembourg,2010.0,male,15-24 years,3.0,30768.0,9.75,"53,212,476,812",111328.0,Millenials
15610,Luxembourg,2010.0,male,25-34 years,3.0,36519.0,8.21,"53,212,476,812",111328.0,Generation X
15611,Luxembourg,2010.0,female,35-54 years,5.0,77946.0,6.41,"53,212,476,812",111328.0,Generation X
15612,Luxembourg,2010.0,female,55-74 years,3.0,46835.0,6.41,"53,212,476,812",111328.0,Silent
15613,Luxembourg,2010.0,female,25-34 years,2.0,36069.0,5.54,"53,212,476,812",111328.0,Generation X
15614,Luxembourg,2010.0,female,75+ years,1.0,21038.0,4.75,"53,212,476,812",111328.0,Silent
15615,Luxembourg,2010.0,male,5-14 years,1.0,31209.0,3.2,"53,212,476,812",111328.0,Generation Z
15616,Luxembourg,2010.0,female,15-24 years,0.0,29539.0,0.0,"53,212,476,812",111328.0,Millenials
15617,Luxembourg,2010.0,female,5-14 years,0.0,29384.0,0.0,"53,212,476,812",111328.0,Generation Z
15618,Luxembourg,2011.0,male,75+ years,4.0,12991.0,30.79,"60,004,630,234",122729.0,Silent
15619,Luxembourg,2011.0,male,35-54 years,20.0,82530.0,24.23,"60,004,630,234",122729.0,Generation X
15620,Luxembourg,2011.0,female,75+ years,5.0,21428.0,23.33,"60,004,630,234",122729.0,Silent
15621,Luxembourg,2011.0,male,,7.0,47058.0,14.88,"60,004,630,234",122729.0,Boomers
15622,Luxembourg,2011.0,male,25-34 years,4.0,37499.0,10.67,"60,004,630,234",122729.0,Millenials
15623,Luxembourg,2011.0,female,15-24 years,3.0,30482.0,9.84,"60,004,630,234",122729.0,Millenials
15624,Luxembourg,2011.0,female,35-54 years,6.0,79200.0,7.58,"60,004,630,234",122729.0,Generation X
15625,Luxembourg,2011.0,male,15-24 years,2.0,31906.0,6.27,"60,004,630,234",122729.0,Millenials
15626,Luxembourg,2011.0,female,55-74 years,3.0,48023.0,6.25,"60,004,630,234",122729.0,Boomers
15627,Luxembourg,2011.0,female,25-34 years,1.0,37231.0,2.69,"60,004,630,234",122729.0,Millenials
15628,Luxembourg,2011.0,female,5-14 years,0.0,29358.0,0.0,"60,004,630,234",122729.0,Generation Z
15629,Luxembourg,2011.0,male,5-14 years,0.0,31212.0,0.0,"60,004,630,234",122729.0,Generation Z
15630,Luxembourg,2012.0,male,75+ years,7.0,13581.0,51.54,"56,677,961,787",113120.0,Silent
15631,Luxembourg,2012.0,male,55-74 years,10.0,48506.0,20.62,"56,677,961,787",113120.0,Boomers
15632,Luxembourg,2012.0,male,35-54 years,13.0,84570.0,15.37,"56,677,961,787",113120.0,Generation X
15633,Luxembourg,2012.0,male,15-24 years,5.0,33062.0,15.12,"56,677,961,787",113120.0,Millenials
15634,Luxembourg,2012.0,male,25-34 years,4.0,38866.0,10.29,"56,677,961,787",113120.0,Millenials
15635,Luxembourg,2012.0,female,75+ years,2.0,21770.0,9.19,"56,677,961,787",113120.0,Silent
15636,Luxembourg,2012.0,female,35-54 years,5.0,80598.0,6.2,"56,677,961,787",113120.0,Generation X
15637,Luxembourg,2012.0,female,55-74 years,3.0,49311.0,6.08,"56,677,961,787",113120.0,Boomers
15638,Luxembourg,2012.0,female,,1.0,31459.0,3.18,"56,677,961,787",113120.0,Millenials
15639,Luxembourg,2012.0,female,25-34 years,1.0,38629.0,2.59,"56,677,961,787",113120.0,Millenials
15640,Luxembourg,2012.0,female,5-14 years,0.0,29466.0,0.0,"56,677,961,787",113120.0,Generation Z
15641,Luxembourg,2012.0,male,5-14 years,0.0,31226.0,0.0,"56,677,961,787",113120.0,Generation Z
15642,Luxembourg,2013.0,male,75+ years,3.0,14046.0,21.36,"61,739,352,212",120423.0,Silent
15643,Luxembourg,2013.0,male,55-74 years,9.0,50291.0,17.9,"61,739,352,212",120423.0,Boomers
15644,Luxembourg,2013.0,female,55-74 years,8.0,50752.0,15.76,"61,739,352,212",120423.0,Boomers
15645,Luxembourg,2013.0,male,35-54 years,10.0,86356.0,11.58,"61,739,352,212",120423.0,Generation X
15646,Luxembourg,2013.0,female,75+ years,2.0,22111.0,9.05,"61,739,352,212",120423.0,Silent
15647,Luxembourg,2013.0,male,15-24 years,2.0,33718.0,5.93,"61,739,352,212",120423.0,Millenials
15648,Luxembourg,2013.0,female,25-34 years,2.0,39688.0,5.04,"61,739,352,212",120423.0,Millenials
15649,Luxembourg,2013.0,female,35-54 years,4.0,82301.0,4.86,"61,739,352,212",120423.0,Generation X
15650,Luxembourg,2013.0,female,15-24 years,0.0,32027.0,0.0,"61,739,352,212",120423.0,Millenials
15651,Luxembourg,2013.0,female,5-14 years,0.0,29800.0,0.0,"61,739,352,212",120423.0,Generation Z
15652,Luxembourg,2013.0,male,25-34 years,0.0,40174.0,0.0,"61,739,352,212",120423.0,Millenials
15653,Luxembourg,2013.0,male,5-14 years,0.0,31425.0,0.0,"61,739,352,212",120423.0,Generation Z
15654,Luxembourg,2014.0,male,55-74 years,18.0,52295.0,34.42,"66,327,344,189",126352.0,Boomers
